Event Name,Athlete Name,Team,Mark,Event Type
SP,"Florez-Tascon Gamero, Santiago",Florida Tech (M),10.89m,Individual
60,"Sen, Ryan",Flagler (M),7.16,Individual
200,"South, Malachi",Flagler (M),22.68,Individual
400,"Camara, Logan",Flagler (M),50.84,Individual
600,"Hall, Conner",Flagler (M),1:37.09,Individual
800,"Carbone, John",Flagler (M),1:52.88,Individual
1000,"Brainerd, Zach",Flagler (M),2:37.58,Individual
Mile,"Stone, Will",Flagler (M),4:10.86,Individual
3000,"Nesi, Joel",Flagler (M),8:27.70,Individual
5000,"Eide, Jon",Flagler (M),14:49.73,Individual
60H,"Vann, Caden",Flagler (M),8.29,Individual
4x400,"Logan Camara, Will Stone, Kaleb Hollins, John Carbone",Flagler (M),3:23.20,Relay
DMR,"Brandon Knieja, Kaleb Hollins, Luke Larkin, Joel Nesi",Flagler (M),10:14.43,Relay
LJ,"Jimenez, Kruz",Flagler (M),6.32m,Individual
TJ,"Jimenez, Kruz",Flagler (M),13.21m,Individual
SP,"Wood, Casey",Flagler (M),15.75m,Individual
60,"Miller, Madison",Flagler (F),8.33,Individual
200,"Czajkowski, Meredith",Flagler (F),27.35,Individual
400,"Dempsey, Natalie",Flagler (F),1:03.14,Individual
800,"Misch, Abigail",Flagler (F),2:11.08,Individual
1000,"Culver, Mattison",Flagler (F),3:15.67,Individual
Mile,"Stone, Taylor",Flagler (F),4:45.98,Individual
3000,"Treguer, Clemence",Flagler (F),10:17.01,Individual
5000,"Churchill, Megan",Flagler (F),18:06.73,Individual
4x400,"Maddi Hood, Monique Whiteman, Abigail Misch, Taylor Stone",Flagler (F),3:57.28,Relay
DMR,"Taylor Stone, Maddi Hood, Abigail Misch, Monique Whiteman",Flagler (F),11:55.77,Relay
LJ,"Zinnie, Zoe",Flagler (F),4.94m,Individual
SP,"Luhrsen, Makinzie",Flagler (F),9.59m,Individual
60,"Dedrick, Craig",Embry-Riddle (M),7.00,Individual
200,"Brown, Derick",Embry-Riddle (M),21.71,Individual
400,"Landen, Adam",Embry-Riddle (M),49.04,Individual
600,"Hruda, Charles",Embry-Riddle (M),1:23.25,Individual
800,"Fritz, Jacob",Embry-Riddle (M),1:51.00,Individual
1000,"Fritz, Jacob",Embry-Riddle (M),2:32.65,Individual
Mile,"Fritz, Jacob",Embry-Riddle (M),4:13.00,Individual
3000,"Shea, Brendon",Embry-Riddle (M),8:14.33,Individual
5000,"Shea, Brendon",Embry-Riddle (M),14:24.88,Individual
60H,"Brown, Derick",Embry-Riddle (M),8.11,Individual
4x400,"Adam Landen, Colin McHugh, Derick Brown, Jacob D'Aleo",Embry-Riddle (M),3:17.21,Relay
DMR,"Jacob Fritz, Adam Landen, Jacob D'Aleo, Brendon Shea",Embry-Riddle (M),10:11.29,Relay
HJ,"Mog, Jeremy",Embry-Riddle (M),1.87m,Individual
PV,"Prisby, Conrad",Embry-Riddle (M),4.76m,Individual
LJ,"Cowherd, Walker",Embry-Riddle (M),6.74m,Individual
TJ,"Caito, Antonio",Embry-Riddle (M),15.05m,Individual
SP,"Tressler, Chance",Embry-Riddle (M),14.53m,Individual
WT,"Swavely, Jacob",Embry-Riddle (M),15.06m,Individual
Hep,"Speh, Carter",Embry-Riddle (M),3631,Individual
60,"Thomas, Ciara",Embry-Riddle (F),7.75,Individual
200,"Thomas, Ciara",Embry-Riddle (F),25.26,Individual
400,"Gould, Brooklyn",Embry-Riddle (F),58.60,Individual
600,"McBride, Laura",Embry-Riddle (F),1:35.28,Individual
800,"McBride, Laura",Embry-Riddle (F),2:13.55,Individual
Mile,"Keller, Mackenzie",Embry-Riddle (F),4:56.05,Individual
3000,"Valley, Abby",Embry-Riddle (F),10:08.71,Individual
5000,"Valley, Abby",Embry-Riddle (F),17:43.11,Individual
60H,"Gould, Brooklyn",Embry-Riddle (F),9.16,Individual
4x400,"Ciara Thomas, Nina Richardson, Brooklyn Gould, Laura McBride",Embry-Riddle (F),3:54.19,Relay
DMR,"Anna Miller, Brooklyn Gould, Laura McBride, Mackenzie Keller",Embry-Riddle (F),11:53.88,Relay
HJ,"Gould, Brooklyn",Embry-Riddle (F),1.58m,Individual
PV,"Kimes, Piper",Embry-Riddle (F),3.10m,Individual
LJ,"Gould, Brooklyn",Embry-Riddle (F),5.58m,Individual
TJ,"Miles, Mikaela",Embry-Riddle (F),12.28m,Individual
SP,"Morris, Madison",Embry-Riddle (F),11.26m,Individual
WT,"Rolle, Kirsten",Embry-Riddle (F),16.54m,Individual
Pent,"Gould, Brooklyn",Embry-Riddle (F),3647,Individual
60,"Session, Jaylyn",Florida Memorial (M),6.79,Individual
200,"Session, Jaylyn",Florida Memorial (M),22.12,Individual
HJ,"Williams, Andrue",Florida Memorial (M),1.80m,Individual
LJ,"Coleman, Jaylen",Florida Memorial (M),6.82m,Individual
SP,"Buggs, David",Florida Memorial (M),12.98m,Individual
WT,"Buggs, David",Florida Memorial (M),13.09m,Individual
60,"Levy, Shannon",Florida Memorial (F),7.58,Individual
200,"Wilson, Denai",Florida Memorial (F),25.45,Individual
400,"Wilson, Denai",Florida Memorial (F),1:00.04,Individual
800,"Brown, Monique",Florida Memorial (F),2:36.15,Individual
60H,"Bazilio, Qunizel",Florida Memorial (F),9.29,Individual
LJ,"Graham, Andreana",Florida Memorial (F),5.61m,Individual
TJ,"Morris, Khamia",Florida Memorial (F),11.05m,Individual
SP,"Campbell, Taela",Florida Memorial (F),10.43m,Individual
WT,"Campbell, Taela",Florida Memorial (F),14.03m,Individual
60,"Williams, Amare",Webber (M),6.67,Individual
200,"Williams, Amare",Webber (M),21.03,Individual
400,"Higgins, Marcus",Webber (M),49.99,Individual
600,"Sawyer, Seth",Webber (M),1:23.41,Individual
800,"Sawyer, Seth",Webber (M),2:04.85,Individual
1000,"Granados, Michael",Webber (M),3:08.54,Individual
Mile,"Gomez, Derick",Webber (M),4:53.14,Individual
3000,"Rodriguez, Andrew",Webber (M),9:45.62,Individual
5000,"Rodriguez, Andrew",Webber (M),17:08.46,Individual
60H,"Andrews, James",Webber (M),8.79,Individual
4x400,"Amare Williams, Fabio Justo Villar, Marcus Higgins, Kaleb Roth",Webber (M),3:18.13,Relay
4x800,"Seth Sawyer, Masqal Pierre, Derick Gomez, Josiah Williams",Webber (M),8:41.80,Relay
DMR,"Cameron Gonzalez, Masqal Pierre, Seth Sawyer, Derick Gomez",Webber (M),11:31.12,Relay
HJ,"Andrews, James",Webber (M),1.82m,Individual
PV,"Ortiz, Jaime",Webber (M),3.55m,Individual
LJ,"Ortiz, Jaime",Webber (M),5.14m,Individual
SP,"Lawson, Javien",Webber (M),12.30m,Individual
WT,"Dennard, Deryke",Webber (M),9.99m,Individual
60,"Lee, Alohnna-Elyse",Webber (F),7.90,Individual
200,"Lee, Alohnna-Elyse",Webber (F),26.02,Individual
1000,"Norman, Gracie",Webber (F),4:00.45,Individual
HJ,"Brockington, Terralyn",Webber (F),1.35m,Individual
LJ,"Brockington, Terralyn",Webber (F),4.70m,Individual
TJ,"Williams, Xaniah",Webber (F),11.13m,Individual
SP,"Gonzalez, Anna Beth",Webber (F),8.47m,Individual
WT,"Gonzalez, Anna Beth",Webber (F),9.01m,Individual
60,"Mosebi, Neo",Florida State (M),6.60,Individual
200,"Joanus, Guinove",Florida State (M),21.17,Individual
400,"Wilkerson, British",Florida State (M),46.34,Individual
800,"Trotter, Zach",Florida State (M),1:52.34,Individual
1000,"Herrera, Anthony",Florida State (M),2:31.68,Individual
Mile,"Prodanov, Martin",Florida State (M),3:59.98,Individual
3000,"Mullarkey, David",Florida State (M),7:42.89,Individual
5000,"Mullarkey, David",Florida State (M),13:28.23,Individual
60H,"Korbmacher, Andre",Florida State (M),7.67,Individual
4x400,"Ismael Kone, Dashinelle Dyer, Neo Mosebi, Sean Watkins",Florida State (M),3:17.97,Relay
DMR,"Martin Prodanov, British Wilkerson, Anthony Herrera, David Mullarkey",Florida State (M),9:36.76,Relay
LJ,"Davis, Jeremiah",Florida State (M),8.20m,Individual
TJ,"Davis, Jeremiah",Florida State (M),16.69m,Individual
WT,"Crowell, Cooper",Florida State (M),14.95m,Individual
60,"Defrand, Dajaz",Florida State (F),7.18,Individual
200,"Defrand, Dajaz",Florida State (F),22.91,Individual
300,"Wilson, Tyra",Florida State (F),37.54,Individual
400,"Wilson, Tyra",Florida State (F),53.11,Individual
600,"Francis, Jaden",Florida State (F),1:33.50,Individual
800,"Altorf, Suus",Florida State (F),2:04.56,Individual
1000,"Altorf, Suus",Florida State (F),2:42.49,Individual
Mile,"Altorf, Suus",Florida State (F),4:35.79,Individual
3000,"McTighe, Agnes",Florida State (F),9:12.77,Individual
5000,"Sentner, Anna",Florida State (F),16:41.62,Individual
60H,"Webster, Alexandra",Florida State (F),8.16,Individual
4x400,"Kaelyaah Liburd, Dajaz Defrand, Kaniya Johnson, Tyra Wilson",Florida State (F),3:37.19,Relay
DMR,"Emily Brown, Ava Klein, Suus Altorf, Bieke Schipperen",Florida State (F),11:22.41,Relay
LJ,"Carroll, Tori",Florida State (F),5.95m,Individual
TJ,"Pinkard, Kayla",Florida State (F),12.62m,Individual
3000,"Glick, Paul",Florida Atlantic (M),8:45.92,Individual
5000,"Gaudet, Luke",Florida Atlantic (M),16:18.34,Individual
60,"Elam, Abraiya",Florida Atlantic (F),7.72,Individual
200,"Elam, Abraiya",Florida Atlantic (F),25.15,Individual
300,"Williams, Richelle",Florida Atlantic (F),40.06,Individual
400,"Mier, Adrianna",Florida Atlantic (F),57.24,Individual
600,"Ten Berg, Rosa",Florida Atlantic (F),1:33.63,Individual
800,"Ten Berg, Rosa",Florida Atlantic (F),2:10.87,Individual
1000,"Rovirosa, Anna",Florida Atlantic (F),2:56.28,Individual
Mile,"Rovirosa, Anna",Florida Atlantic (F),4:55.19,Individual
3000,"Reumann, Anabell",Florida Atlantic (F),9:56.68,Individual
5000,"O'Brien, Isabel",Florida Atlantic (F),18:13.75,Individual
60H,"Cross, Promise",Florida Atlantic (F),8.73,Individual
4x400,"Keturah Darwon, Adrianna Mier, Richelle Williams, Promise Cross",Florida Atlantic (F),3:53.22,Relay
DMR,"Elyssa Toal, Adrianna Mier, Rosa Ten Berg, Anabell Reumann",Florida Atlantic (F),11:51.52,Relay
HJ,"Cross, Promise",Florida Atlantic (F),1.70m,Individual
LJ,"Cross, Promise",Florida Atlantic (F),4.89m,Individual
SP,"Cross, Promise",Florida Atlantic (F),9.26m,Individual
Pent,"Cross, Promise",Florida Atlantic (F),3531,Individual
60,"Jones, Rayniah",UCF (F),7.26@,Individual
200,"Williams, Kiah",UCF (F),23.40@,Individual
300,"Smith, Latasha",UCF (F),38.95,Individual
400,"Williams, Kiah",UCF (F),53.11,Individual
600,"Taylor, Hannah",UCF (F),1:32.61,Individual
600y,"Taylor, Hannah",UCF (F),1:23.81,Individual
800,"Stratton, Abigail",UCF (F),2:09.26,Individual
1000,"Crook, Charlotte",UCF (F),2:52.16,Individual
Mile,"Crook, Charlotte",UCF (F),4:49.12,Individual
3000,"Richardson, Isabella",UCF (F),9:49.14,Individual
5000,"Del Re, Ali",UCF (F),17:33.31,Individual
60H,"Jones, Rayniah",UCF (F),7.95,Individual
4x400,"Hannah Taylor, Kiah Williams, Yvette Harris, Kai'lyn Kirkland",UCF (F),3:40.07@,Relay
DMR,"Abigail Stratton, Hannah Taylor, Karin Dobiasch, Lillian Holtery",UCF (F),11:41.03,Relay
HJ,"Madison, Natalia",UCF (F),1.70m,Individual
LJ,"Collins, Asherah",UCF (F),6.13m,Individual
TJ,"Collins, Asherah",UCF (F),13.14m,Individual
SP,"Madison, Natalia",UCF (F),12.21m,Individual
Pent,"Madison, Natalia",UCF (F),3794,Individual
600,"Gulluscio, Tyler",Florida Southern (M),1:35.64,Individual
800,"Matthew, Anthony",Florida Southern (M),1:57.25,Individual
1000,"Shultz, Timmy",Florida Southern (M),2:33.69,Individual
Mile,"Matthew, Anthony",Florida Southern (M),4:09.75,Individual
3000,"Colavita, Christopher",Florida Southern (M),8:26.76,Individual
5000,"Giller, Christian",Florida Southern (M),14:33.45,Individual
DMR,"Cole Summers, Bryson Yamnitz, Alex Guy, Anthony Matthew",Florida Southern (M),10:14.11,Relay
60,"Ramsay, Rebecca",Florida Southern (F),8.66,Individual
800,"Mothershed, Kira",Florida Southern (F),2:23.34,Individual
Mile,"Reed, Grace",Florida Southern (F),5:12.35,Individual
3000,"Mussante, Emma",Florida Southern (F),10:02.11,Individual
5000,"Mussante, Emma",Florida Southern (F),17:40.06,Individual
60,"Saunders, Julian",Saint Francis (M),6.90,Individual
200,"Saunders, Julian",Saint Francis (M),21.94,Individual
300,"Kendrick, Jadon",Saint Francis (M),37.08,Individual
400,"Parmelee, James",Saint Francis (M),52.39,Individual
500,"Parmelee, James",Saint Francis (M),1:07.39,Individual
600,"Girdusky, Seamus",Saint Francis (M),1:26.24,Individual
800,"Flynn, Jr, John",Saint Francis (M),1:56.86,Individual
1000,"Flynn, Jr, John",Saint Francis (M),2:36.01,Individual
Mile,"Flynn, Jr, John",Saint Francis (M),4:26.10,Individual
3000,"Curran, Shane",Saint Francis (M),8:58.39,Individual
5000,"Curran, Shane",Saint Francis (M),15:27.91,Individual
60H,"Niang, David",Saint Francis (M),7.96,Individual
4x400,"James Parmelee, Seamus Girdusky, Jadon Kendrick, Julian Saunders",Saint Francis (M),3:24.64,Relay
DMR,"Jude Martyak, Peyton Myers, Thomas Presnar, John Flynn, Jr",Saint Francis (M),10:40.06,Relay
HJ,"Mve Ndjamen, Arnold",Saint Francis (M),1.95m,Individual
PV,"Harman, Ryan",Saint Francis (M),4.65m,Individual
LJ,"Stevens, Kameron",Saint Francis (M),6.74m,Individual
TJ,"Nelson, Caleb",Saint Francis (M),14.08m,Individual
SP,"Hyde, Nickolas",Saint Francis (M),16.86m,Individual
WT,"Franco, Vincent",Saint Francis (M),16.24m,Individual
60,"Rush, Sydney",Saint Francis (F),7.80,Individual
200,"Alaban-Tafon, Rhoda",Saint Francis (F),25.52,Individual
300,"Cole, Jaelyn",Saint Francis (F),46.57,Individual
400,"Alaban-Tafon, Rhoda",Saint Francis (F),57.46,Individual
500,"Colman, Sarah",Saint Francis (F),1:19.44,Individual
600,"Colman, Sarah",Saint Francis (F),1:38.81,Individual
800,"Gregg, Monica",Saint Francis (F),2:13.44,Individual
1000,"Gregg, Monica",Saint Francis (F),3:04.41,Individual
Mile,"Hillen, Naomi",Saint Francis (F),4:59.43,Individual
3000,"Helms, Tesslyn",Saint Francis (F),10:12.41,Individual
5000,"Helms, Tesslyn",Saint Francis (F),17:58.31,Individual
60H,"Ferraro, Maria",Saint Francis (F),9.35,Individual
4x400,"Gabriella del Pielago, Sarah Colman, Emma Fleck, Rhoda Alaban-Tafon",Saint Francis (F),3:58.33,Relay
4x800,"Mariclare Anderson, Morgan McNaughton, Monica Gregg, Tesslyn Helms",Saint Francis (F),9:45.40,Relay
DMR,"Monica Gregg, Rhoda Alaban-Tafon, Mariclare Anderson, Naomi Hillen",Saint Francis (F),11:52.09,Relay
HJ,"Beebout, Tierney",Saint Francis (F),1.59m,Individual
PV,"Jacobs, Marlena",Saint Francis (F),3.80m,Individual
LJ,"Long, Brooke",Saint Francis (F),5.44m,Individual
TJ,"Cooper, Marie-Therese",Saint Francis (F),11.86m,Individual
SP,"Fyock, Caroline",Saint Francis (F),11.81m,Individual
WT,"Sedun, Carly",Saint Francis (F),15.84m,Individual
60,"Thomas, Myles",LSU (M),6.61@,Individual
200,"Fleming, Da'Marcus",LSU (M),20.74,Individual
400,"Burrell, Sean",LSU (M),45.92,Individual
600y,"Burrell, Sean",LSU (M),1:08.23,Individual
800,"Travis, Isiah",LSU (M),1:50.82,Individual
Mile,"Langley, Rhen",LSU (M),4:04.65,Individual
3000,"Buisson, Rob",LSU (M),8:28.47,Individual
60H,"Sophia, Matthew",LSU (M),7.67,Individual
4x400,"Sean Burrell, Dillon Bedell-Bass, Salim Epps, Shakeem McKay",LSU (M),3:05.26,Relay
HJ,"Chadenga, Kuda",LSU (M),2.12m,Individual
PV,"Aime, Kameron",LSU (M),5.21m,Individual
LJ,"Bullock, Ji'eem",LSU (M),7.66m,Individual
SP,"Meyer, John",LSU (M),19.89m,Individual
WT,"Witte, Johnathan",LSU (M),22.30m,Individual
60,"Lyston, Brianna",LSU (F),7.07,Individual
200,"Davies, Thelma",LSU (F),22.96,Individual
400,"Onojuvwevwo, Ella",LSU (F),52.47,Individual
600y,"Rose, Michaela",LSU (F),1:16.76,Individual
800,"Rose, Michaela",LSU (F),1:59.25,Individual
1500,"Rangel Batres, Lorena",LSU (F),4:15.91,Individual
Mile,"Rangel Batres, Lorena",LSU (F),4:36.79,Individual
3000,"Chesnut, Ella",LSU (F),9:23.97,Individual
5000,"Chesnut, Ella",LSU (F),16:08.34,Individual
60H,"Armstrong, Alia",LSU (F),7.92@,Individual
4x400,"Ella Onojuvwevwo, Michaela Rose, Shani'a Bellamy, Garriel White",LSU (F),3:30.07,Relay
DMR,"Callie Hardy, Garriel White, Michaela Rose, Lorena Rangel Batres",LSU (F),10:55.27,Relay
HJ,"Smalls, Morgan",LSU (F),1.82m,Individual
PV,"Prentice, Emery",LSU (F),3.81m,Individual
LJ,"Smalls, Morgan",LSU (F),6.40m,Individual
TJ,"Fingers, Taylor",LSU (F),13.07m,Individual
SP,"Acosta, Leah",LSU (F),13.63m,Individual
WT,"Acosta, Leah",LSU (F),14.45m,Individual
60,"Chestnut, Brooklyn",St. John's (F),7.50,Individual
200,"Obi, Amarachukwu",St. John's (F),24.23,Individual
300,"Bent, Delicia",St. John's (F),38.95,Individual
400,"Onourah, Chinenye",St. John's (F),54.68,Individual
500,"Haugen, Nora",St. John's (F),1:13.72,Individual
800,"Haugen, Nora",St. John's (F),2:07.65,Individual
1000,"Holden, Nia",St. John's (F),2:54.78,Individual
Mile,"Cushing, Claire",St. John's (F),4:56.16,Individual
3000,"Cushing, Claire",St. John's (F),9:56.43,Individual
5000,"Cushing, Claire",St. John's (F),17:02.94,Individual
60H,"Ysaac, Zamira",St. John's (F),9.25,Individual
4x200,"Chinenye Onourah, Tea Siehou, Cassandra Lemus-Sodji, Brooklyn Chestnut",St. John's (F),1:40.13,Relay
4x400,"Brooklyn Chestnut, Kara Sampath, Zamira Ysaac, Sophia Leslie",St. John's (F),3:39.41,Relay
4x800,"Claire Cushing, Leilani Robinson, Ezgi Yasar, Jenna D'Onofrio",St. John's (F),9:15.99,Relay
DMR,"Claire Cushing, Blessing Assoumany, Leilani Robinson, Gabriella Caronia",St. John's (F),12:29.34,Relay
HJ,"Smith, Ruth",St. John's (F),1.60m,Individual
PV,"Ladd, Meghan",St. John's (F),3.75m,Individual
LJ,"Lemus-Sodji, Cassandra",St. John's (F),5.68m,Individual
TJ,"Hippolyte, Rachel",St. John's (F),11.35m,Individual
SP,"Alves, Jamora",St. John's (F),14.51m,Individual
WT,"Andreou, Ismini",St. John's (F),17.60m,Individual
60,"Jervis, Christian",Azusa Pacific (M),7.06,Individual
200,"Jervis, Christian",Azusa Pacific (M),22.06@,Individual
400,"Gonzalez-Shelmire, Dominic",Azusa Pacific (M),47.66#,Individual
800,"Melendres, Nicolas",Azusa Pacific (M),1:50.14,Individual
1000,"Hubbard, Makel",Azusa Pacific (M),3:01.75,Individual
Mile,"Perrier, Felix",Azusa Pacific (M),4:10.53,Individual
3000,"Perrier, Felix",Azusa Pacific (M),8:13.12,Individual
60H,"Hubbard, Makel",Azusa Pacific (M),8.28,Individual
4x400,"Sid Markus I Varland, Tyler Howard, Christian Jervis, Dominic Gonzalez-Shelmi",Azusa Pacific (M),3:24.82#,Relay
DMR,"Jared Wright, Makel Hubbard, Nicolas Melendres, Felix Perrier",Azusa Pacific (M),10:05.74,Relay
HJ,"Varland, Sid Markus Imani",Azusa Pacific (M),2.09m,Individual
PV,"Rauwerda, Joseph",Azusa Pacific (M),4.78m,Individual
LJ,"Hubbard, Makel",Azusa Pacific (M),6.85m,Individual
TJ,"Johnson, Nysir",Azusa Pacific (M),12.93m,Individual
SP,"Olson, Brett",Azusa Pacific (M),14.46m,Individual
WT,"Olson, Brett",Azusa Pacific (M),14.24m,Individual
Hep,"Hubbard, Makel",Azusa Pacific (M),5146,Individual
60,"Miller, Trinity",Azusa Pacific (F),7.70,Individual
200,"Holmes, Kiayra",Azusa Pacific (F),24.31@,Individual
400,"Verner, Alayna",Azusa Pacific (F),54.32@,Individual
800,"Garcia Meza, Briseida",Azusa Pacific (F),2:17.81#,Individual
60H,"Conde-Turpin, Esther",Azusa Pacific (F),8.37,Individual
4x400,"Mercy Ehiemere, Nicole Warwick, Kiayra Holmes, Alayna Verner",Azusa Pacific (F),3:38.03#,Relay
HJ,"Saunders, Eliana",Azusa Pacific (F),1.77m,Individual
PV,"Keane, Abigail",Azusa Pacific (F),3.46m,Individual
LJ,"Warwick, Nicole",Azusa Pacific (F),6.30m,Individual
TJ,"Baerny, Olivia",Azusa Pacific (F),11.36m,Individual
SP,"Richardson, Hannah",Azusa Pacific (F),15.54m,Individual
WT,"Hume, Alexa",Azusa Pacific (F),13.89m,Individual
Pent,"Conde-Turpin, Esther",Azusa Pacific (F),4281,Individual
60,"Harris, Lee",Tulane (M),7.14,Individual
200,"Roman, Francisco",Tulane (M),22.94#,Individual
400,"Auci, Shane",Tulane (M),52.29,Individual
800,"St. Fort, Jalen",Tulane (M),1:53.81,Individual
1000,"Dunbar, Zander",Tulane (M),2:37.59,Individual
Mile,"Kunin, Illia",Tulane (M),4:06.06,Individual
3000,"Kunin, Illia",Tulane (M),7:55.54,Individual
5000,"Jennings, Jack",Tulane (M),13:56.71,Individual
60H,"Roman, Francisco",Tulane (M),9.20,Individual
4x400,"Zander Dunbar, Charlie Henne, Jalen St. Fort, Illia Kunin",Tulane (M),3:20.38,Relay
HJ,"Regev, Dekel",Tulane (M),1.77m,Individual
LJ,"Regev, Dekel",Tulane (M),6.17m,Individual
SP,"Regev, Dekel",Tulane (M),12.23m,Individual
60,"Larkan, Robyn",Tulane (F),7.80,Individual
200,"Larkan, Robyn",Tulane (F),26.09,Individual
400,"Dean, Janae",Tulane (F),57.74,Individual
600,"Heck, Abigail",Tulane (F),1:35.41,Individual
